time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-18T23:15:13.110Z,40.7745,-112.0913333,10.72,2.25,ml,50,57,0.04815,0.18,uu,uu60365372,2020-03-19T15:22:28.910Z,"7km N of Magna, Utah",earthquake,0.25,0.66,0.119,13,reviewed,uu,uu
2020-03-18T23:00:35.770Z,40.7306667,-112.0465,9.42,1.9,ml,37,40,0.008884,0.21,uu,uu60365357,2020-03-20T20:14:54.624Z,"5km NW of West Valley City, Utah",earthquake,0.27,0.73,0.221,10,reviewed,uu,uu
2020-03-18T22:53:45.160Z,40.7738333,-112.0758333,8.54,1.58,ml,32,54,0.03649,0.22,uu,uu60365352,2020-03-22T19:23:26.400Z,"7km NNE of Magna, Utah",earthquake,0.32,0.91,0.113,3,reviewed,uu,uu
2020-03-18T22:46:29.030Z,40.7526667,-112.0835,9.69,2.13,ml,42,52,0.04438,0.23,uu,uu60365327,2020-03-19T03:36:40.503Z,"5km NNE of Magna, Utah",earthquake,0.29,0.77,0.117,10,reviewed,uu,uu
2020-03-18T22:43:45.490Z,40.7516667,-112.0328333,6.48,1.85,ml,31,51,0.0248,0.19,uu,uu60365317,2020-03-20T20:16:39.326Z,"7km NNW of West Valley City, Utah",earthquake,0.28,0.79,0.082,8,reviewed,uu,uu
2020-03-18T22:43:20.610Z,40.7751667,-112.1033333,8.37,1.47,ml,18,68,0.0572,0.21,uu,uu60365312,2020-03-22T01:07:27.980Z,"7km N of Magna, Utah",earthquake,0.43,1.15,0.338,4,reviewed,uu,uu
2020-03-18T22:27:53.580Z,40.75,-112.0291667,6.14,1.76,ml,33,42,0.02358,0.23,uu,uu60365277,2020-03-21T22:46:06.622Z,"6km NNW of West Valley City, Utah",earthquake,0.26,0.83,0.081,9,reviewed,uu,uu
2020-03-18T21:33:38.640Z,40.7538333,-112.0523333,5.86,1.83,ml,37,46,0.02962,0.17,uu,uu60365202,2020-03-20T22:19:47.702Z,"6km NE of Magna, Utah",earthquake,0.23,0.73,0.156,9,reviewed,uu,uu
2020-03-18T21:22:58.530Z,40.742,-112.0486667,9.2,2.81,ml,17,78,0.0179,0.11,uu,uu60365177,2020-03-19T14:10:57.654Z,"5km NE of Magna, Utah",earthquake,0.3,0.63,0.202,10,reviewed,uu,uu
2020-03-18T21:21:14.710Z,40.7423333,-112.0493333,6.95,1.21,ml,16,93,0.01846,0.14,uu,uu60365167,2020-03-21T16:18:24.460Z,"5km NE of Magna, Utah",earthquake,0.35,0.65,0.243,4,reviewed,uu,uu
2020-03-18T21:16:41.900Z,40.727,-112.0608333,8.97,1.33,ml,13,89,0.01896,0.13,uu,uu60365157,2020-03-21T16:17:41.370Z,"3km ENE of Magna, Utah",earthquake,0.42,0.77,0.204,4,reviewed,uu,uu
2020-03-18T21:11:10.860Z,40.7491667,-112.051,10.28,2.85,ml,51,46,0.02499,0.2,uu,uu60365152,2020-03-19T08:58:10.460Z,"6km NE of Magna, Utah",earthquake,0.31,0.63,0.204,21,reviewed,uu,uu
2020-03-18T21:10:54.050Z,40.7433333,-112.0383333,6.34,1.34,md,13,54,0.03549,0.15,uu,uu60365147,2020-03-19T13:05:22.845Z,"6km NNW of West Valley City, Utah",earthquake,0.38,0.79,0.134,6,reviewed,uu,uu
2020-03-18T21:01:43.730Z,40.7558333,-112.0488333,6.34,1.16,ml,11,99,0.1167,0.12,uu,uu60365127,2020-03-21T16:16:58.330Z,"6km NE of Magna, Utah",earthquake,0.36,1.6,0.201,4,reviewed,uu,uu
2020-03-18T20:45:35.000Z,40.7356667,-112.041,8.39,1.06,ml,10,104,0.1027,0.11,uu,uu60365092,2020-03-21T16:16:14.290Z,"5km NW of West Valley City, Utah",earthquake,0.41,1.65,0.283,2,reviewed,uu,uu
2020-03-18T20:42:53.030Z,40.7383333,-112.0513333,7.53,1.5,ml,15,90,0.1005,0.11,uu,uu60365087,2020-03-21T16:16:11.968Z,"5km NE of Magna, Utah",earthquake,0.31,1.12,0.186,4,reviewed,uu,uu
2020-03-18T20:28:02.500Z,40.7521667,-112.046,8.32,1.67,ml,35,46,0.02634,0.24,uu,uu60365052,2020-03-21T22:44:38.850Z,"6km NE of Magna, Utah",earthquake,0.31,0.86,0.067,7,reviewed,uu,uu
2020-03-18T20:20:14.460Z,40.7455,-112.0338333,8.26,1.77,ml,23,42,0.0186,0.11,uu,uu60365032,2020-03-20T22:46:19.039Z,"6km NNW of West Valley City, Utah",earthquake,0.27,0.47,0.081,8,reviewed,uu,uu
2020-03-18T20:05:02.780Z,40.7663333,-112.0668333,8.06,1.84,ml,31,52,0.03164,0.22,uu,uu60364987,2020-03-20T20:24:10.124Z,"7km NNE of Magna, Utah",earthquake,0.35,1.04,0.089,8,reviewed,uu,uu
2020-03-18T19:58:36.780Z,40.7546667,-112.0588333,8.33,2.2,ml,43,48,0.03272,0.18,uu,uu60364967,2020-03-19T03:29:31.306Z,"6km NE of Magna, Utah",earthquake,0.24,0.66,0.103,13,reviewed,uu,uu
2020-03-18T19:55:51.300Z,40.7483333,-112.046,9.92,2.14,ml,39,45,0.0227,0.23,uu,uu60364957,2020-03-18T22:50:11.140Z,"6km NE of Magna, Utah",earthquake,0.32,0.7,0.152,12,reviewed,uu,uu
2020-03-18T19:52:00.460Z,40.7615,-112.0426667,9.44,2.05,ml,22,104,0.01985,0.15,uu,uu60364952,2020-03-20T18:17:27.226Z,"7km NE of Magna, Utah",earthquake,0.45,0.33,0.142,10,reviewed,uu,uu
2020-03-18T19:46:13.280Z,40.7595,-112.0616667,7.1,1.58,ml,17,58,0.03149,0.2,uu,uu60364927,2020-03-22T19:22:42.350Z,"6km NNE of Magna, Utah",earthquake,0.43,0.97,0.208,3,reviewed,uu,uu
2020-03-18T19:44:12.140Z,40.7595,-112.0683333,5.75,1.81,ml,25,50,0.03571,0.27,uu,uu60364922,2020-03-21T22:43:54.750Z,"6km NNE of Magna, Utah",earthquake,0.4,1.27,0.2,3,reviewed,uu,uu
2020-03-18T19:40:12.300Z,40.7606667,-112.0593333,6.57,1.95,ml,39,49,0.02937,0.23,uu,uu60364912,2020-03-20T17:08:37.511Z,"6km NNE of Magna, Utah",earthquake,0.27,0.85,0.115,11,reviewed,uu,uu
2020-03-18T19:37:26.710Z,40.761,-112.063,8.18,2.31,ml,23,84,0.03148,0.24,uu,uu60364907,2020-03-20T17:04:10.868Z,"6km NNE of Magna, Utah",earthquake,0.56,1.16,0.117,10,reviewed,uu,uu
2020-03-18T19:35:37.570Z,40.7593333,-112.0518333,8.83,2.84,ml,42,56,0.02594,0.17,uu,uu60364902,2020-03-19T06:16:48.354Z,"7km NE of Magna, Utah",earthquake,0.29,0.61,0.231,20,reviewed,uu,uu
2020-03-18T19:31:32.160Z,40.7431667,-112.0923333,8.77,1.59,ml,19,95,0.04586,0.21,uu,uu60364892,2020-03-22T19:21:58.330Z,"3km NNE of Magna, Utah",earthquake,0.45,1.2,0.347,2,reviewed,uu,uu
2020-03-18T19:30:26.020Z,40.7575,-112.0513333,10.06,1.88,ml,36,47,0.02703,0.2,uu,uu60364887,2020-03-20T22:17:35.940Z,"6km NE of Magna, Utah",earthquake,0.28,0.76,0.144,9,reviewed,uu,uu
2020-03-18T19:22:40.230Z,40.7603333,-112.067,6.81,2.36,ml,45,50,0.03441,0.29,uu,uu60364862,2020-03-19T13:57:54.280Z,"6km NNE of Magna, Utah",earthquake,0.37,0.97,0.095,12,reviewed,uu,uu
2020-03-18T19:20:37.290Z,40.7513333,-112.0516667,8.81,2.63,ml,16,56,0.02715,0.11,uu,uu60020274,2020-03-18T22:10:00.040Z,"5km NE of Magna, Utah",earthquake,0.3,0.56,0.191,13,reviewed,uu,uu
2020-03-18T19:20:21.250Z,40.7535,-112.046,5.72,2.07,ml,20,51,0.02762,0.13,uu,uu60364857,2020-03-19T03:20:45.220Z,"6km NE of Magna, Utah",earthquake,0.34,0.51,0.14,6,reviewed,uu,uu
2020-03-18T19:18:52.460Z,40.7525,-112.0571667,6.6,1.64,ml,11,112,0.03022,0.14,uu,uu60020314,2020-03-19T17:32:39.840Z,"6km NE of Magna, Utah",earthquake,0.41,0.82,0.191,2,reviewed,uu,uu
2020-03-18T19:17:36.430Z,40.7353333,-112.0675,5.3,1.03,md,11,85,0.02545,0.24,uu,uu60364842,2020-03-19T16:58:45.210Z,"4km NE of Magna, Utah",earthquake,0.65,1.63,0.296,4,reviewed,uu,uu
2020-03-18T19:15:39.180Z,40.754,-112.0615,7.38,2.6,ml,20,56,0.1108,0.18,uu,uu60364837,2020-03-19T18:58:26.569Z,"6km NNE of Magna, Utah",earthquake,0.42,1.52,0.235,3,reviewed,uu,uu
2020-03-18T19:12:23.610Z,40.751,-112.059,10.65,4.57,mw,39,47,0.02976,0.21,uu,uu60364832,2020-03-23T04:17:06.722Z,"5km NE of Magna, Utah",earthquake,0.32,0.53,,12,reviewed,uu,uu
2020-03-18T19:11:36.900Z,40.7553333,-112.0483333,-0.12,1.81,ml,22,53,0.1164,0.15,uu,uu60364827,2020-03-23T01:46:47.437Z,"6km NE of Magna, Utah",earthquake,0.26,31.61,0.217,3,reviewed,uu,uu
2020-03-18T19:07:30.360Z,40.7583333,-112.0705,9.65,3.41,ml,58,50,0.03772,0.21,uu,uu60364822,2020-03-20T07:37:45.383Z,"5km NNE of Magna, Utah",earthquake,0.25,0.77,0.12,27,reviewed,uu,uu
2020-03-18T18:54:22.200Z,40.7645,-112.071,9.26,2.3,ml,26,60,0.118,0.13,uu,uu60364782,2020-03-19T03:15:42.948Z,"6km NNE of Magna, Utah",earthquake,0.26,1.03,0.21,13,reviewed,uu,uu
2020-03-18T18:38:47.810Z,40.7565,-112.0806667,10.59,1.32,ml,17,79,0.04534,0.19,uu,uu60364742,2020-03-22T19:34:36.410Z,"5km NNE of Magna, Utah",earthquake,0.38,1.12,0.205,3,reviewed,uu,uu
2020-03-18T18:30:44.730Z,40.7476667,-112.043,9.07,3.03,ml,33,44,0.1118,0.15,uu,uu60364732,2020-03-19T16:45:22.730Z,"6km NE of Magna, Utah",earthquake,0.27,0.89,0.186,23,reviewed,uu,uu
2020-03-18T18:30:20.460Z,40.7896652,-112.045166,12.55,2.82,ml,6,111,0.1222,0.27,uu,uu60364727,2020-03-19T03:12:47.920Z,"10km NNE of Magna, Utah",earthquake,2.3,1.77,0.3,26,automatic,uu,uu
2020-03-18T18:27:06.330Z,40.7608333,-112.0745,8.25,1.77,ml,30,51,0.03919,0.21,uu,uu60364722,2020-03-21T16:14:46.340Z,"6km NNE of Magna, Utah",earthquake,0.32,0.9,0.06,5,reviewed,uu,uu
2020-03-18T18:26:49.750Z,40.7475,-112.0358333,6.81,1.65,ml,10,77,0.02053,0.09,uu,uu60364712,2020-03-21T16:14:03.310Z,"6km NNW of West Valley City, Utah",earthquake,0.31,0.62,0.241,6,reviewed,uu,uu
2020-03-18T18:22:01.690Z,40.7735,-112.0971667,8.03,1.23,ml,11,98,0.05264,0.18,uu,uu60364692,2020-03-22T19:33:54.480Z,"7km N of Magna, Utah",earthquake,0.46,1.52,0.046,2,reviewed,uu,uu
2020-03-18T18:13:43.090Z,40.7671667,-112.0765,8.7,1.99,ml,34,54,0.03832,0.15,uu,uu60364672,2020-03-20T16:17:11.639Z,"6km NNE of Magna, Utah",earthquake,0.26,0.56,0.124,11,reviewed,uu,uu
2020-03-18T18:11:09.010Z,40.788,-112.073,9.84,1.96,ml,34,56,0.03553,0.21,uu,uu60364662,2020-03-20T22:17:34.078Z,"9km NNE of Magna, Utah",earthquake,0.28,0.87,0.198,6,reviewed,uu,uu
2020-03-18T18:04:13.920Z,40.7478333,-112.0413333,8.08,1.92,ml,30,45,0.02127,0.22,uu,uu60364657,2020-03-20T20:24:13.585Z,"6km NE of Magna, Utah",earthquake,0.28,0.83,0.129,12,reviewed,uu,uu
2020-03-18T17:57:37.480Z,40.7606667,-112.0561667,8.61,2.06,ml,38,49,0.02746,0.24,uu,uu60364642,2020-03-20T18:18:49.336Z,"6km NNE of Magna, Utah",earthquake,0.3,0.81,0.133,11,reviewed,uu,uu
2020-03-18T17:56:29.390Z,40.7696667,-112.0396667,9.21,1.51,ml,28,54,0.0121,0.17,uu,uu60364632,2020-03-22T19:33:12.340Z,"8km NE of Magna, Utah",earthquake,0.26,0.7,0.242,4,reviewed,uu,uu
2020-03-18T17:50:58.180Z,40.757,-112.0453333,7.61,2.02,ml,25,46,0.03087,0.11,uu,uu60364627,2020-03-20T18:19:06.077Z,"7km NE of Magna, Utah",earthquake,0.22,0.61,0.12,11,reviewed,uu,uu
2020-03-18T17:45:10.000Z,40.748,-112.0738333,8.79,1.38,md,13,72,0.04588,0.12,uu,uu60364597,2020-03-21T16:13:17.900Z,"4km NNE of Magna, Utah",earthquake,0.36,0.74,0.207,4,reviewed,uu,uu
2020-03-18T17:43:29.260Z,40.7558333,-112.051,8.72,2.33,ml,16,57,0.02816,0.09,uu,uu60364592,2020-03-19T03:28:51.725Z,"6km NE of Magna, Utah",earthquake,0.26,0.66,0.139,10,reviewed,uu,uu
2020-03-18T17:40:32.620Z,40.7415,-112.0795,8.25,1.68,ml,23,58,0.03619,0.21,uu,uu60364582,2020-03-21T22:43:09.700Z,"4km NNE of Magna, Utah",earthquake,0.31,0.96,0.079,4,reviewed,uu,uu
2020-03-18T17:37:06.820Z,40.7463333,-112.0341667,7.96,2.4,ml,27,43,0.01941,0.09,uu,uu60364577,2020-03-19T03:15:15.727Z,"6km NNW of West Valley City, Utah",earthquake,0.19,0.41,0.182,11,reviewed,uu,uu
2020-03-18T17:27:23.500Z,40.753,-112.051,6.36,1.64,ml,30,47,0.02845,0.26,uu,uu60364552,2020-03-22T19:33:19.724Z,"6km NE of Magna, Utah",earthquake,0.35,1.01,0.096,6,reviewed,uu,uu
2020-03-18T17:21:36.530Z,40.755,-112.0491667,6.31,1.58,ml,23,53,0.028,0.28,uu,uu60364522,2020-03-20T22:16:09.840Z,"6km NE of Magna, Utah",earthquake,0.5,1.13,0.46,3,reviewed,uu,uu
2020-03-18T17:20:42.050Z,40.7645,-112.0506667,6.53,1.94,ml,33,53,0.02181,0.21,uu,uu60364517,2020-03-20T17:04:19.022Z,"7km NE of Magna, Utah",earthquake,0.31,0.83,0.106,11,reviewed,uu,uu
2020-03-18T17:16:49.700Z,40.7541667,-112.0455,6.87,3.21,ml,36,45,0.1135,0.14,uu,uu60364512,2020-03-19T19:44:04.141Z,"7km NNE of Magna, Utah",earthquake,0.25,1.31,0.211,24,reviewed,uu,uu
2020-03-18T17:13:49.070Z,40.7606667,-112.0506667,2.85,2.62,ml,21,77,0.1203,0.21,uu,uu60364507,2020-03-19T03:14:19.377Z,"7km NNE of Magna, Utah",earthquake,0.34,2.86,0.121,9,reviewed,uu,uu
2020-03-18T17:13:35.930Z,40.7551667,-112.0556667,8.52,1.39,ml,17,57,0.03096,0.08,uu,uu60364502,2020-03-18T22:27:53.320Z,"6km NE of Magna, Utah",earthquake,0.26,0.54,0.377,2,reviewed,uu,uu
2020-03-18T17:11:39.790Z,40.7721667,-112.0513333,8.1,1.3,md,13,78,0.01858,0.09,uu,uu60364492,2020-03-22T19:31:47.240Z,"8km NNE of Magna, Utah",earthquake,0.27,0.8,0.248,4,reviewed,uu,uu
2020-03-18T17:08:17.810Z,40.7215,-112.1063333,8.56,2.33,ml,29,48,0.06975,0.15,uu,uu60364482,2020-03-19T03:45:57.369Z,"1km NNW of Magna, Utah",earthquake,0.29,0.91,0.052,15,reviewed,uu,uu
2020-03-18T17:04:06.900Z,40.7508333,-112.0376667,3.65,1.67,ml,22,51,0.1084,0.15,uu,uu60364477,2020-03-19T01:07:11.683Z,"7km NNW of West Valley City, Utah",earthquake,0.25,2.19,0.361,3,reviewed,uu,uu
2020-03-18T17:00:02.860Z,40.7515,-112.0603333,7.67,1.8,ml,20,56,0.03077,0.15,uu,uu60364462,2020-03-20T15:53:47.520Z,"5km NE of Magna, Utah",earthquake,0.35,0.73,0.102,7,reviewed,uu,uu
2020-03-18T16:59:02.570Z,40.7648333,-112.0558333,6.94,2.18,ml,38,50,0.02483,0.21,uu,uu60364457,2020-03-20T17:02:52.410Z,"7km NNE of Magna, Utah",earthquake,0.26,0.81,0.166,14,reviewed,uu,uu
2020-03-18T16:56:22.310Z,40.744,-112.0388333,6.39,1.67,ml,20,50,0.01718,0.17,uu,uu60364447,2020-03-21T22:49:43.440Z,"6km NNW of West Valley City, Utah",earthquake,0.29,0.75,0.191,4,reviewed,uu,uu
2020-03-18T16:54:57.680Z,40.76,-112.0626667,9.14,1.97,ml,20,49,0.03182,0.18,uu,uu60364437,2020-03-20T17:01:04.050Z,"6km NNE of Magna, Utah",earthquake,0.34,1.03,0.139,11,reviewed,uu,uu
2020-03-18T16:51:51.910Z,40.756,-112.0405,6,2.02,ml,33,53,0.02391,0.18,uu,uu60364432,2020-03-20T17:08:34.430Z,"7km NNW of West Valley City, Utah",earthquake,0.24,0.67,0.121,11,reviewed,uu,uu
2020-03-18T16:50:38.470Z,40.7441667,-112.0303333,6.3,2.17,ml,22,50,0.01771,0.19,uu,uu60364427,2020-03-20T16:32:35.520Z,"6km NNW of West Valley City, Utah",earthquake,0.4,1.11,0.172,12,reviewed,uu,uu
2020-03-18T16:50:15.120Z,40.757,-112.0601667,7.45,1.89,ml,22,56,0.03215,0.17,uu,uu60364422,2020-03-20T17:12:27.130Z,"6km NNE of Magna, Utah",earthquake,0.25,0.88,0.243,10,reviewed,uu,uu
2020-03-18T16:48:37.260Z,40.7536667,-112.0601667,7.2,1.85,ml,20,56,0.03245,0.17,uu,uu60364412,2020-03-20T20:23:14.260Z,"6km NE of Magna, Utah",earthquake,0.31,0.78,0.358,3,reviewed,uu,uu
2020-03-18T16:47:48.110Z,40.7538333,-112.0578333,5.35,2.54,ml,35,48,0.1118,0.19,uu,uu60364417,2020-03-19T03:46:26.481Z,"5km NNE of Magna, Utah",earthquake,0.27,0.91,0.165,10,reviewed,uu,uu
2020-03-18T16:46:15.900Z,40.7555,-112.0566667,6.67,1.83,ml,27,47,0.03124,0.14,uu,uu60364407,2020-03-20T20:21:03.080Z,"6km NE of Magna, Utah",earthquake,0.24,0.6,0.074,8,reviewed,uu,uu
2020-03-18T16:43:03.620Z,40.7598333,-112.0623333,7.78,2,ml,33,57,0.03171,0.22,uu,uu60364392,2020-03-20T20:20:10.110Z,"6km NNE of Magna, Utah",earthquake,0.36,0.77,0.089,11,reviewed,uu,uu
2020-03-18T16:42:49.310Z,40.7545,-112.0531667,8.75,1.33,ml,12,79,0.114,0.07,uu,uu60364397,2020-03-20T17:06:59.790Z,"6km NE of Magna, Utah",earthquake,0.31,1.55,0.673,3,reviewed,uu,uu
2020-03-18T16:41:56.540Z,40.748,-112.0336667,3.8,1.75,ml,21,73,0.0211,0.31,uu,uu60364382,2020-03-20T22:15:26.830Z,"6km NNW of West Valley City, Utah",earthquake,0.59,1.22,0.136,9,reviewed,uu,uu
2020-03-18T16:37:34.400Z,40.7546667,-112.0545,6.46,1.27,ml,21,57,0.03075,0.15,uu,uu60364377,2020-03-21T22:49:00.390Z,"6km NE of Magna, Utah",earthquake,0.25,0.72,0.361,2,reviewed,uu,uu
2020-03-18T16:36:40.460Z,40.7538333,-112.0465,6.85,2.05,ml,41,45,0.0279,0.2,uu,uu60364372,2020-03-20T17:12:50.190Z,"6km NE of Magna, Utah",earthquake,0.27,0.75,0.118,11,reviewed,uu,uu
2020-03-18T16:27:51.420Z,40.7451667,-112.0441667,5.85,1.97,ml,25,43,0.01926,0.35,uu,uu60364347,2020-03-20T17:13:24.238Z,"6km NNW of West Valley City, Utah",earthquake,0.54,1.26,0.073,9,reviewed,uu,uu
2020-03-18T16:24:37.820Z,40.7641667,-112.0668333,5.69,1.74,ml,37,51,0.0325,0.23,uu,uu60364332,2020-03-20T22:21:39.856Z,"6km NNE of Magna, Utah",earthquake,0.32,0.82,0.139,6,reviewed,uu,uu
2020-03-18T16:21:21.750Z,40.732,-112.0781667,8.58,1.8,ml,37,45,0.03253,0.22,uu,uu60364322,2020-03-20T22:21:18.188Z,"3km NE of Magna, Utah",earthquake,0.28,0.89,0.109,8,reviewed,uu,uu
2020-03-18T16:15:33.920Z,40.7696667,-112.0711667,5.13,1.6,ml,27,53,0.03375,0.24,uu,uu60364307,2020-03-22T19:31:05.220Z,"7km NNE of Magna, Utah",earthquake,0.33,1.29,0.121,4,reviewed,uu,uu
2020-03-18T16:14:46.620Z,40.7446667,-112.0728333,7.34,1.53,ml,15,77,0.0989,0.08,uu,uu60364302,2020-03-21T16:13:22.530Z,"4km NNE of Magna, Utah",earthquake,0.28,1.13,0.135,4,reviewed,uu,uu
2020-03-18T16:13:07.600Z,40.7265,-112.0858333,7.89,1.4,ml,10,103,0.07844,0.14,uu,uu60364287,2020-03-21T16:11:35.100Z,"2km NE of Magna, Utah",earthquake,0.41,1.47,0.129,4,reviewed,uu,uu
2020-03-18T16:12:28.320Z,40.7606667,-112.0928333,9.75,1.65,ml,29,55,0.05213,0.19,uu,uu60364297,2020-03-21T22:49:01.929Z,"5km N of Magna, Utah",earthquake,0.32,0.85,0.13,5,reviewed,uu,uu
2020-03-18T16:10:07.900Z,40.7473333,-112.0508333,7.25,1.46,ml,19,95,0.02332,0.11,uu,uu60364282,2020-03-21T22:47:36.320Z,"6km NE of Magna, Utah",earthquake,0.28,0.92,0.631,3,reviewed,uu,uu
2020-03-18T16:02:40.320Z,40.7603333,-112.0513333,8.13,2.05,ml,32,48,0.02496,0.19,uu,uu60364267,2020-03-20T17:11:07.184Z,"7km NE of Magna, Utah",earthquake,0.3,0.82,0.162,11,reviewed,uu,uu
2020-03-18T15:59:22.660Z,40.7756667,-112.0715,7.13,1.46,ml,13,90,0.03304,0.15,uu,uu60364252,2020-03-20T22:19:45.420Z,"7km NNE of Magna, Utah",earthquake,0.31,0.97,0.087,2,reviewed,uu,uu
2020-03-18T15:58:29.220Z,40.7501667,-112.0346667,9.31,2.48,ml,19,51,0.02321,0.12,uu,uu60364257,2020-03-19T16:05:07.764Z,"5km NE of Magna, Utah",earthquake,0.32,0.65,0.096,12,reviewed,uu,uu
2020-03-18T15:54:12.900Z,40.7575,-112.0655,6.4,1.65,ml,23,57,0.03792,0.18,uu,uu60364242,2020-03-20T17:09:51.990Z,"6km NNE of Magna, Utah",earthquake,0.28,1.01,0.292,3,reviewed,uu,uu
2020-03-18T15:53:40.510Z,40.7695,-112.0553333,6.9,1.68,ml,20,57,0.02236,0.12,uu,uu60364237,2020-03-22T01:06:45.930Z,"7km NNE of Magna, Utah",earthquake,0.33,0.66,0.332,3,reviewed,uu,uu
2020-03-18T15:51:43.950Z,40.7311667,-112.0765,9.04,1.78,ml,19,56,0.04531,0.14,uu,uu60364232,2020-03-20T20:19:26.970Z,"3km NE of Magna, Utah",earthquake,0.32,1.09,0.409,3,reviewed,uu,uu
2020-03-18T15:50:38.110Z,40.7445,-112.043,4.02,1.87,ml,15,73,0.1091,0.14,uu,uu60364227,2020-03-20T15:45:44.220Z,"6km NNW of West Valley City, Utah",earthquake,0.45,2.69,0.112,7,reviewed,uu,uu
2020-03-18T15:50:28.170Z,40.7775,-112.097,8.78,1.76,ml,15,71,0.05233,0.19,uu,uu60364222,2020-03-20T20:20:01.002Z,"7km N of Magna, Utah",earthquake,0.54,1.16,0.177,7,reviewed,uu,uu
2020-03-18T15:49:31.230Z,40.7671667,-112.0818333,9.69,2.02,ml,27,55,0.04222,0.11,uu,uu60364217,2020-03-19T22:35:46.560Z,"6km NNE of Magna, Utah",earthquake,0.23,0.47,0.139,9,reviewed,uu,uu
2020-03-18T15:47:40.550Z,40.7521667,-112.0513333,8.94,2.61,ml,17,79,0.1125,0.19,uu,uu60364212,2020-03-19T02:50:20.608Z,"6km NNW of West Valley City, Utah",earthquake,0.45,1.27,0.134,9,reviewed,uu,uu
2020-03-18T15:46:56.000Z,40.753,-112.0508333,9.33,2.61,ml,26,70,0.1135,0.19,uu,uu60364207,2020-03-19T15:18:19.636Z,"6km NNE of Magna, Utah",earthquake,0.43,0.64,0.1,10,reviewed,uu,uu
2020-03-18T15:46:44.480Z,40.751,-112.055,8.8,1.57,ml,11,81,0.02808,0.12,uu,uu60364202,2020-03-18T23:56:59.122Z,"6km NE of Magna, Utah",earthquake,0.46,0.87,0.189,2,reviewed,uu,uu
2020-03-18T15:45:13.200Z,40.7621667,-112.085,6.18,1.59,ml,25,54,0.04602,0.26,uu,uu60364197,2020-03-22T19:30:23.190Z,"6km NNE of Magna, Utah",earthquake,0.57,1.43,0.033,6,reviewed,uu,uu
2020-03-18T15:39:24.730Z,40.7533333,-112.0495,7.9,2.71,ml,32,48,0.02832,0.18,uu,uu60364182,2020-03-19T02:50:56.718Z,"5km NE of Magna, Utah",earthquake,0.31,0.62,0.133,9,reviewed,uu,uu
2020-03-18T15:37:50.370Z,40.7781667,-112.0796667,8.01,1.59,ml,29,56,0.03916,0.24,uu,uu60364177,2020-03-22T19:29:41.140Z,"7km NNE of Magna, Utah",earthquake,0.37,1.15,0.151,4,reviewed,uu,uu
2020-03-18T15:32:18.600Z,40.7485,-112.064,7.34,1.7,ml,34,52,0.03033,0.22,uu,uu60364162,2020-03-21T22:46:53.290Z,"5km NE of Magna, Utah",earthquake,0.29,0.89,0.102,7,reviewed,uu,uu
2020-03-18T15:30:18.960Z,40.7821667,-112.0635,9.31,2.03,ml,28,54,0.0272,0.1,uu,uu60364157,2020-03-19T22:22:50.890Z,"8km NNE of Magna, Utah",earthquake,0.23,0.43,0.106,10,reviewed,uu,uu
2020-03-18T15:29:38.370Z,40.7323333,-112.077,9.22,1.74,ml,26,45,0.03171,0.17,uu,uu60364152,2020-03-20T22:26:38.400Z,"3km NE of Magna, Utah",earthquake,0.34,0.64,0.1,5,reviewed,uu,uu
2020-03-18T15:28:54.400Z,40.7611667,-112.0583333,7.7,1.81,ml,31,49,0.02846,0.17,uu,uu60364147,2020-03-20T20:18:01.950Z,"6km NNE of Magna, Utah",earthquake,0.25,0.8,0.138,7,reviewed,uu,uu
2020-03-18T15:28:16.550Z,40.7515,-112.0518333,6.63,1.59,ml,21,55,0.02736,0.19,uu,uu60364137,2020-03-20T22:19:03.370Z,"6km NE of Magna, Utah",earthquake,0.38,0.88,0.397,4,reviewed,uu,uu
2020-03-18T15:24:25.950Z,40.7638333,-112.0558333,7.91,2.36,ml,29,56,0.02538,0.2,uu,uu60364122,2020-03-18T23:57:13.615Z,"7km NNE of Magna, Utah",earthquake,0.34,0.73,0.241,7,reviewed,uu,uu
2020-03-18T15:23:45.080Z,40.7848333,-112.1018333,8.55,2.3,ml,22,69,0.05641,0.24,uu,uu60364117,2020-03-18T23:56:47.730Z,"8km N of Magna, Utah",earthquake,0.44,1,0.229,4,reviewed,uu,uu
2020-03-18T15:19:50.160Z,40.7435,-112.0388333,8.4,1.99,ml,23,50,0.01668,0.17,uu,uu60364107,2020-03-20T18:37:47.810Z,"6km NNW of West Valley City, Utah",earthquake,0.31,0.75,0.08,9,reviewed,uu,uu
2020-03-18T15:19:30.900Z,40.777,-112.0613333,9.45,1.3,ml,16,58,0.02526,0.08,uu,uu60364102,2020-03-19T22:11:25.630Z,"8km NNE of Magna, Utah",earthquake,0.33,0.51,0.116,3,reviewed,uu,uu
2020-03-18T15:15:07.000Z,40.7578333,-112.062,6.83,1.98,md,19,57,0.03269,0.17,uu,uu60364087,2020-03-18T22:21:35.270Z,"6km NNE of Magna, Utah",earthquake,0.38,0.79,0.393,10,reviewed,uu,uu
